Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
SE	IBS	EAS001	6DT18	0	199	32922	-5.04135395783976e-05	0.00025926518899831	-0.194447776707602
SE	IBS	EAS001	6DT18	1	198	32291	-5.04553274906318e-05	0.000264702844330884	-0.190611202604085
SE	IBS	EAS001	6DT18	2	197	31859	-5.13966411375126e-05	0.000268665459850498	-0.191303493817601
SE	IBS	EAS001	6DT18	3	196	31513	-5.49133344968737e-05	0.000272064313115038	-0.201839535175106
SE	IBS	EAS001	6DT18	4	195	31130	-5.78139669129449e-05	0.000275747377502445	-0.209662798742056
SE	IBS	EAS001	6DT18	5	194	30744	-5.81158177205308e-05	0.000278596170333601	-0.208602356776623
SE	IBS	EAS001	6DT18	6	193	30361	-6.42975017291916e-05	0.000281792024995685	-0.228173603316759
SE	IBS	EAS001	6DT18	7	192	29975	-6.96267052543794e-05	0.000285453511194949	-0.24391609324724
SE	IBS	EAS001	6DT18	8	191	29615	-7.83005291237555e-05	0.000287118948390718	-0.272711116986966
SE	IBS	EAS001	6DT18	9	190	29276	-8.50161248121322e-05	0.000290006524772505	-0.29315245537604
SE	IBS	EAS001	6DT18	10	189	28914	-7.87271103963467e-05	0.000295077537567441	-0.266801434786792
SE	IBS	EAS001	6DT18	11	188	28516	-7.21513560807969e-05	0.0002980176246446	-0.242104325765433
SE	IBS	EAS001	6DT18	12	187	28140	-7.00347004264392e-05	0.00030123256165994	-0.232493791642289
SE	IBS	EAS001	6DT18	13	186	27743	-6.31411985005223e-05	0.000306097487688463	-0.206278068393641
SE	IBS	EAS001	6DT18	14	185	27328	-9.50389369877041e-05	0.000308217118264671	-0.30835061181155
SE	IBS	EAS001	6DT18	15	184	26921	-9.8602168195832e-05	0.000314477967636305	-0.313542372894834
SE	IBS	EAS001	6DT18	16	183	26546	-0.000101367761621337	0.000318027276347854	-0.318739206226016
SE	IBS	EAS001	6DT18	17	182	26137	-9.27498144392999e-05	0.000323344247722924	-0.286845413494963
SE	IBS	EAS001	6DT18	18	181	25740	-9.75136285936279e-05	0.000327011774420397	-0.29819607800503
SE	IBS	EAS001	6DT18	19	180	25337	-8.56567431029717e-05	0.000330082946823355	-0.259500661658874
SE	IBS	EAS001	6DT21	0	199	39515	-7.12619625458682e-05	0.000181294694988795	-0.393072519580745
SE	IBS	EAS001	6DT21	1	198	38733	-7.24752972917151e-05	0.000185146434232643	-0.391448517991156
SE	IBS	EAS001	6DT21	2	197	38203	-7.33388113498944e-05	0.000187749953832486	-0.390619597250761
SE	IBS	EAS001	6DT21	3	196	37755	-7.38178627996288e-05	0.000189952117074164	-0.388613003827736
SE	IBS	EAS001	6DT21	4	195	37280	-7.81413259120169e-05	0.00019201518014108	-0.406953897366884
SE	IBS	EAS001	6DT21	5	194	36853	-7.98617903562806e-05	0.000194233479133425	-0.411163877167751
SE	IBS	EAS001	6DT21	6	193	36415	-8.20190701633944e-05	0.000196048558016016	-0.418360996854127
SE	IBS	EAS001	6DT21	7	192	35941	-8.64074472051423e-05	0.000197715134245441	-0.437030010549811
SE	IBS	EAS001	6DT21	8	191	35480	-8.6630385569335e-05	0.00020088713665388	-0.431239087839634
SE	IBS	EAS001	6DT21	9	190	34999	-9.21016029029399e-05	0.00020192376710554	-0.456120664858639
SE	IBS	EAS001	6DT21	10	189	34529	-8.79673810420224e-05	0.000204102696000139	-0.430995683868685
SE	IBS	EAS001	6DT21	11	188	34022	-9.16306125448238e-05	0.000208854007943671	-0.438730448350012
SE	IBS	EAS001	6DT21	12	187	33600	-8.89256190476186e-05	0.000209373558337767	-0.424722299002826
