Ref1	Ref2	Test1	Test2	Asc_min	Asc_max	Nr_sites	f	std	Z
FIN	IBS	EAS001	12884A	19	180	198537	-0.000184253772143228	0.000237847667019737	-0.774671345117452
FIN	IBS	EAS001	15579A	0	199	44048	-1.42701641391206e-05	0.000251425589027748	-0.0567570078857236
FIN	IBS	EAS001	15579A	1	198	43872	-1.4457124133843e-05	0.000252415028012533	-0.0572752115738734
FIN	IBS	EAS001	15579A	2	197	43488	-1.51172355592343e-05	0.000254425973417401	-0.0594170294651229
FIN	IBS	EAS001	15579A	3	196	43073	-1.47184700392353e-05	0.000257173383707553	-0.0572317003690105
FIN	IBS	EAS001	15579A	4	195	42558	-1.68954144931623e-05	0.000259762740363421	-0.0650417164121563
FIN	IBS	EAS001	15579A	5	194	42070	-1.76697908248154e-05	0.000263354397841619	-0.0670951044282236
FIN	IBS	EAS001	15579A	6	193	41559	-1.67467559373418e-05	0.000266504590996001	-0.0628385270015595
FIN	IBS	EAS001	15579A	7	192	41080	-1.5365675024343e-05	0.000268694234864448	-0.0571864708302906
FIN	IBS	EAS001	15579A	8	191	40542	-2.52790696068271e-05	0.000274860702289103	-0.0919704759403482
FIN	IBS	EAS001	15579A	9	190	40011	-2.6914246082327e-05	0.000276903266879222	-0.0971972862063283
FIN	IBS	EAS001	15579A	10	189	39502	-1.58016986481701e-05	0.000280198238294639	-0.0563947109173256
FIN	IBS	EAS001	15579A	11	188	38950	-6.08046726572489e-06	0.000286644387151298	-0.0212125809479586
FIN	IBS	EAS001	15579A	12	187	38397	3.86152459827596e-06	0.000291587443341289	0.0132431100393999
FIN	IBS	EAS001	15579A	13	186	37819	7.71360321531483e-06	0.00029681804998946	0.0259876487147218
FIN	IBS	EAS001	15579A	14	185	37274	5.7179068519617e-06	0.000302226473439817	0.0189192786021782
FIN	IBS	EAS001	15579A	15	184	36717	7.1044202957753e-06	0.000307234960859871	0.023123736556191
FIN	IBS	EAS001	15579A	16	183	36143	3.32617187283835e-05	0.000311913615793939	0.106637597860933
FIN	IBS	EAS001	15579A	17	182	35606	2.23766219176542e-05	0.000317543584684994	0.0704678758975782
FIN	IBS	EAS001	15579A	18	181	35067	1.1168243647875e-05	0.00032035556378875	0.0348620249194099
FIN	IBS	EAS001	15579A	19	180	34521	1.50878016279943e-05	0.000323534898847317	0.0466342322937921
FIN	IBS	EAS001	6DT18	0	199	32067	-1.40465141734487e-05	0.000325489035739344	-0.0431551070270069
FIN	IBS	EAS001	6DT18	1	198	31938	-1.36793011459699e-05	0.000326920175483622	-0.0418429395669257
FIN	IBS	EAS001	6DT18	2	197	31691	-1.32069631756651e-05	0.000329146077429438	-0.040124929571723
FIN	IBS	EAS001	6DT18	3	196	31424	-1.56921521766802e-05	0.000331893243749184	-0.0472807219556989
FIN	IBS	EAS001	6DT18	4	195	31091	-1.68858586086013e-05	0.000334961301107293	-0.0504113715607776
FIN	IBS	EAS001	6DT18	5	194	30730	-1.65158808981449e-05	0.000337966611165973	-0.0488683803443356
FIN	IBS	EAS001	6DT18	6	193	30352	-2.51813181997892e-05	0.000341198634563863	-0.0738025175041431
FIN	IBS	EAS001	6DT18	7	192	29975	-2.63294348623855e-05	0.000347259375953723	-0.0758206593848579
FIN	IBS	EAS001	6DT18	8	191	29617	-3.56818263159676e-05	0.000351301089712065	-0.101570497106096
FIN	IBS	EAS001	6DT18	9	190	29278	-4.26834541293811e-05	0.000353704560929283	-0.120675441722435
FIN	IBS	EAS001	6DT18	10	189	28918	-3.33108710837537e-05	0.000361996258361899	-0.0920199320139155
FIN	IBS	EAS001	6DT18	11	188	28520	-2.61004337307145e-05	0.000364275691432824	-0.0716502208205338
FIN	IBS	EAS001	6DT18	12	187	28145	-2.02290413927878e-05	0.000366644266459946	-0.0551734835187931
FIN	IBS	EAS001	6DT18	13	186	27749	-8.86356517351956e-06	0.000372168186449123	-0.023816020541915
FIN	IBS	EAS001	6DT18	14	185	27333	-4.5210817327041e-05	0.000371513466528759	-0.121693616518046
FIN	IBS	EAS001	6DT18	15	184	26926	-4.30176286860287e-05	0.000374879055018613	-0.114750685881591
FIN	IBS	EAS001	6DT18	16	183	26551	-5.50542427780498e-05	0.000377246188200104	-0.145937174450249
FIN	IBS	EAS001	6DT18	17	182	26142	-3.40419478234261e-05	0.000379939579817732	-0.0895983193953023
